"district.number","district.name","province","year","WinningParty","LiberalVotes","ConservativeVotes","NDPVotes","BlocVotes","GreenVotes","PeoplesVotes","IndependentVotes","votes"
47004,"Carlton Trail--Eagle Creek","SK","2019","Conservative",2085,35313,5535,0,873,799,344,44949
47005,"Moose Jaw--Lake Centre--Lanigan","SK","2019","Conservative",2517,31993,7660,0,1201,1613,0,44984
47006,"Prince Albert","SK","2019","Conservative",4107,26891,6925,0,839,778,0,39710
47007,"Regina--Lewvan","SK","2019","Conservative",6826,27088,14767,0,2099,573,201,51614
47008,"Regina--Qu'Appelle","SK","2019","Conservative",4543,24463,7685,0,1282,513,78,38755
47009,"Regina--Wascana","SK","2019","Conservative",15242,22418,5801,0,1316,450,128,45355
47010,"Saskatoon--Grasswood","SK","2019","Conservative",8419,26336,12672,0,1320,692,0,49439
47011,"Saskatoon--University","SK","2019","Conservative",6146,24514,13994,0,1401,667,0,47027
47012,"Saskatoon West","SK","2019","Conservative",2863,18597,15708,0,1042,775,0,38985
47013,"Souris--Moose Mountain","SK","2019","Conservative",1718,35067,3214,0,681,702,0,41550
47014,"Yorkton--Melville","SK","2019","Conservative",2488,29523,4747,0,1070,941,0,38769
48001,"Banff--Airdrie","AB","2019","Conservative",8425,55504,8185,0,3315,2651,0,78080
48002,"Battle River--Crowfoot","AB","2019","Conservative",2557,53309,3185,0,1689,1620,0,62360
48003,"Bow River","AB","2019","Conservative",3173,46279,3086,0,826,1321,0,55138
48004,"Calgary Centre","AB","2019","Conservative",17771,37306,6516,0,2853,907,138,65864
48005,"Calgary Confederation","AB","2019","Conservative",14908,36312,7312,0,5700,1136,0,65892
48006,"Calgary Forest Lawn","AB","2019","Conservative",8690,23805,4227,0,1318,1089,388,39964
48007,"Calgary Heritage","AB","2019","Conservative",8057,40817,5278,0,2027,1123,228,57715
48008,"Calgary Midnapore","AB","2019","Conservative",7507,50559,6445,0,1992,1585,0,68088
48009,"Calgary Nose Hill","AB","2019","Conservative",8703,38588,5304,0,1554,1089,0,55309
48010,"Calgary Rocky Ridge","AB","2019","Conservative",13012,48253,6051,0,2011,1053,270,70650
48011,"Calgary Shepard","AB","2019","Conservative",8644,58614,6828,0,2345,1709,0,78140
48012,"Calgary Signal Hill","AB","2019","Conservative",9722,44421,5355,0,2139,1130,0,63478
48013,"Calgary Skyview","AB","2019","Conservative",14327,26533,7540,0,800,603,0,50552
48014,"Edmonton Centre","AB","2019","Conservative",17524,22006,10959,0,1394,805,119,53092
48015,"Edmonton Griesbach","AB","2019","Conservative",8100,24120,11800,0,1189,1074,216,46963
48016,"Edmonton Manning","AB","2019","Conservative",11692,30425,9555,0,1255,1109,0,54380
48017,"Edmonton Mill Woods","AB","2019","Conservative",17879,26736,6422,0,968,953,0,53177
48018,"Edmonton Riverbend","AB","2019","Conservative",14038,35126,9332,0,1797,855,0,61148
48019,"Edmonton Strathcona","AB","2019","NDP",6592,21035,26823,0,1152,941,0,56745
48020,"Edmonton West","AB","2019","Conservative",11812,35719,8537,0,1441,1126,0,58635
48021,"Edmonton--Wetaskiwin","AB","2019","Conservative",10802,63346,9820,0,1660,1616,0,87455
48022,"Foothills","AB","2019","Conservative",3856,53872,3767,0,2398,1698,0,65591
48023,"Fort McMurray--Cold Lake","AB","2019","Conservative",4848,40706,2883,0,865,1674,0,50976
48024,"Grande Prairie--Mackenzie","AB","2019","Conservative",2910,51198,4245,0,1134,1492,0,60979
48025,"Lakeland","AB","2019","Conservative",2565,48314,3728,0,1105,1468,0,57578
48026,"Lethbridge","AB","2019","Conservative",8443,40713,9110,0,1939,1007,0,61882
48027,"Medicine Hat--Cardston--Warner","AB","2019","Conservative",3528,42045,4639,0,1203,1350,337,53102
48028,"Peace River--Westlock","AB","2019","Conservative",3148,41659,3886,0,1377,1579,0,51649
48029,"Red Deer--Mountain View","AB","2019","Conservative",3795,54765,4946,0,2026,2637,0,68169
48030,"Red Deer--Lacombe","AB","2019","Conservative",3540,53843,6012,0,1596,2453,0,67444
48031,"St. Albert--Edmonton","AB","2019","Conservative",12477,39506,9895,0,1594,1268,0,65091
48032,"Sherwood Park--Fort Saskatchewan","AB","2019","Conservative",7357,53600,8867,0,1592,1334,0,73050
48033,"Sturgeon River--Parkland","AB","2019","Conservative",4696,53235,6940,0,1745,1625,0,68657
48034,"Yellowhead","AB","2019","Conservative",2912,45964,3898,0,1272,1592,0,55968
59001,"Abbotsford","BC","2019","Conservative",10560,25162,8257,0,3702,985,0,48936
59002,"Burnaby North--Seymour","BC","2019","Liberal",17770,9734,16185,0,4801,1079,271,50059
59003,"Burnaby South","BC","2019","NDP",10706,13914,16956,0,2477,645,0,45006
59004,"Cariboo--Prince George","BC","2019","Conservative",10932,28848,8440,0,4998,1206,350,54774
59005,"Central Okanagan--Similkameen--Nicola","BC","2019","Conservative",16252,31135,10904,0,5086,1345,0,64935
59006,"Chilliwack--Hope","BC","2019","Conservative",10848,26672,8957,0,5243,1760,0,53755
59007,"Cloverdale--Langley City","BC","2019","Conservative",19542,20936,10508,0,3572,930,0,55488
59008,"Coquitlam--Port Coquitlam","BC","2019","Liberal",20178,19788,13383,0,4025,703,0,58175
59009,"Courtenay--Alberni","BC","2019","NDP",8620,23936,29790,0,9762,0,0,72280
59010,"Cowichan--Malahat--Langford","BC","2019","NDP",10301,16959,23519,0,13181,1066,0,65228
59011,"Delta","BC","2019","Liberal",22257,17809,8792,0,3387,948,783,53976
59012,"Fleetwood--Port Kells","BC","2019","Liberal",18401,16518,10533,0,2360,1093,0,48905
59013,"Kamloops--Thompson--Cariboo","BC","2019","Conservative",19716,32415,9936,0,8789,1132,0,72453
59014,"Kelowna--Lake Country","BC","2019","Conservative",22627,31497,8381,0,5171,1225,219,69120
59015,"Kootenay--Columbia","BC","2019","Conservative",6151,30168,23149,0,6145,1378,0,67330
59016,"Langley--Aldergrove","BC","2019","Conservative",16254,29823,10690,0,4881,1305,0,63452
59017,"Mission--Matsqui--Fraser Canyon","BC","2019","Conservative",12299,19535,8089,0,5019,1055,0,46066
59018,"Nanaimo--Ladysmith","BC","2019","Green",9735,18634,16985,0,24844,1049,306,71864
59019,"New Westminster--Burnaby","BC","2019","NDP",12414,11439,23437,0,4378,862,83,52977
59020,"North Okanagan--Shuswap","BC","2019","Conservative",16783,36154,11353,0,7828,2027,0,74145
59021,"North Vancouver","BC","2019","Liberal",26979,16908,10340,0,7868,835,0,62930
59022,"Pitt Meadows--Maple Ridge","BC","2019","Conservative",16125,19650,12958,0,4332,698,468,54231
59023,"Port Moody--Coquitlam","BC","2019","Conservative",15695,16855,16702,0,3873,821,0,54003
59024,"Prince George--Peace River--Northern Rockies","BC","2019","Conservative",6391,38473,5069,0,3448,1748,0,55129
59025,"Richmond Centre","BC","2019","Conservative",11052,19037,5617,0,2376,538,197,38817
59026,"Esquimalt--Saanich--Sooke","BC","2019","NDP",12554,13409,23887,0,18506,1089,282,70125
59027,"Saanich--Gulf Islands","BC","2019","Green",11326,13784,8657,0,33454,929,0,68150
59028,"Skeena--Bulkley Valley","BC","2019","NDP",4793,13756,16944,0,3280,940,321,41384
59029,"South Okanagan--West Kootenay","BC","2019","NDP",11705,24013,24809,0,5672,1638,359,68196
59030,"South Surrey--White Rock","BC","2019","Conservative",21692,24310,6716,0,4458,852,0,58028
59031,"Steveston--Richmond East","BC","2019","Conservative",14731,17478,6321,0,2972,0,449,41951
59032,"Surrey Centre","BC","2019","Liberal",15453,10505,11353,0,2558,709,243,41319
59033,"Surrey--Newton","BC","2019","Liberal",18960,8824,12306,0,1355,653,0,42098
59034,"Vancouver Centre","BC","2019","Liberal",23599,10782,13280,0,7002,724,180,55946
59035,"Vancouver East","BC","2019","NDP",10085,6724,29236,0,8062,679,0,55611
59036,"Vancouver Granville","BC","2019","Liberal",14088,11605,6960,0,2683,431,17265,53032
59037,"North Island--Powell River","BC","2019","NDP",8251,20502,23834,0,8891,1102,287,62915
59038,"Vancouver Kingsway","BC","2019","NDP",10194,8804,21680,0,2675,427,0,44163
59039,"Vancouver Quadra","BC","2019","Liberal",22093,14082,7681,0,6308,428,162,50754
59040,"Vancouver South","BC","2019","Liberal",17808,14388,8015,0,2451,532,0,43194
59041,"Victoria","BC","2019","NDP",15952,9038,23765,0,21383,920,111,71549
59042,"West Vancouver--Sunshine Coast--Sea to Sky Country","BC","2019","Liberal",22673,17359,9027,0,14579,1010,159,64980
60001,"Yukon","YU","2019","Liberal",7034,6881,4617,0,2201,284,0,21017
61001,"Northwest Territories","NT","2019","Liberal",6467,4157,3640,0,1731,296,0,16291
62001,"Nunavut","NU","2019","NDP",2918,2469,3861,0,206,0,0,9454
